selection_id,selection_group,pair_id,source_file,source_row,instance_id,repository,model_name,target,exit_status,issue_title,message_count,ai_turns,valid_cycles,length_band,complete_cycle_ratio,mean_thought_chars,action_categories,patch_chars,eval_log_chars,quality_score,selection_reason
CASE-0179,paired,P64,train-00000-of-00012.jsonl,1738,eEcoLiDAR__laserchicken-135,eEcoLiDAR__laserchicken,swe-agent-llama-70b,True,submitted (exit_context),density absolute mean bug,93,46,43,40+,0.934783,253.33,edit|inspect|test,3205,2526,92.26,matched success/failure trajectory for the same task and model
CASE-0180,paired,P64,train-00000-of-00012.jsonl,1739,eEcoLiDAR__laserchicken-135,eEcoLiDAR__laserchicken,swe-agent-llama-70b,False,submitted (exit_context),density absolute mean bug,73,36,35,20-39,0.972222,391.6,edit|inspect|other|test,3400,2743,95.083,matched success/failure trajectory for the same task and model
CASE-0181,paired,P65,train-00004-of-00012.jsonl,545,fronzbot__blinkpy-401,fronzbot__blinkpy,swe-agent-llama-70b,True,submitted (exit_context),Exception on blink.refresh,147,73,72,40+,0.986301,356.9,edit|inspect|other|run,1276,3660,91.795,matched success/failure trajectory for the same task and model
CASE-0182,paired,P65,train-00004-of-00012.jsonl,544,fronzbot__blinkpy-401,fronzbot__blinkpy,swe-agent-llama-70b,False,submitted,Exception on blink.refresh,101,50,49,40+,0.98,500.76,edit|inspect|other|run|test,812,3657,99.7,matched success/failure trajectory for the same task and model
CASE-0183,paired,P66,train-00010-of-00012.jsonl,1935,stephantul__reach-23,stephantul__reach,swe-agent-llama-70b,True,submitted,Fix bug: adding <UNK> resets dtype,63,31,30,20-39,0.967742,237.33,edit|inspect|other|test,513,2090,89.297,matched success/failure trajectory for the same task and model
CASE-0184,paired,P66,train-00010-of-00012.jsonl,1939,stephantul__reach-23,stephantul__reach,swe-agent-llama-70b,False,submitted,Fix bug: adding <UNK> resets dtype,83,41,40,40+,0.97561,311.07,edit|inspect|other|run|test,686,2132,98.522,matched success/failure trajectory for the same task and model
CASE-0185,paired,P67,train-00008-of-00012.jsonl,1388,DCC-Lab__RayTracing-180,DCC-Lab__RayTracing,swe-agent-llama-70b,True,submitted,EigenModes of LaserPath fails with exception when C = 0,75,37,36,20-39,0.972973,229.17,edit|inspect|other|test,2407,2558,92.142,matched success/failure trajectory for the same task and model
CASE-0186,paired,P67,train-00008-of-00012.jsonl,1365,DCC-Lab__RayTracing-180,DCC-Lab__RayTracing,swe-agent-llama-70b,False,submitted (exit_context),EigenModes of LaserPath fails with exception when C = 0,93,46,45,40+,0.978261,360.04,edit|inspect|test,1219,2471,95.674,matched success/failure trajectory for the same task and model
CASE-0187,paired,P68,train-00002-of-00012.jsonl,5334,kodemore__kink-43,kodemore__kink,swe-agent-llama-70b,True,submitted,cannot alias a factory service with inject,81,40,39,20-39,0.975,241.49,edit|inspect|other|run|test,1137,2322,96.025,matched success/failure trajectory for the same task and model
CASE-0188,paired,P68,train-00002-of-00012.jsonl,5345,kodemore__kink-43,kodemore__kink,swe-agent-llama-70b,False,submitted (exit_context),cannot alias a factory service with inject,81,40,36,20-39,0.9,285.44,edit|inspect|run|test,5212,2323,92.655,matched success/failure trajectory for the same task and model
CASE-0189,paired,P69,train-00005-of-00012.jsonl,5965,reata__sqllineage-107,reata__sqllineage,swe-agent-llama-70b,True,submitted,Incorrect Result for UPDATE statement,97,48,47,40+,0.979167,331.0,edit|inspect|run,5189,3065,91.145,matched success/failure trajectory for the same task and model
CASE-0190,paired,P69,train-00005-of-00012.jsonl,5959,reata__sqllineage-107,reata__sqllineage,swe-agent-llama-70b,False,submitted (exit_context),Incorrect Result for UPDATE statement,67,33,32,20-39,0.969697,399.0,edit|inspect|other|run|test,3793,3505,95.545,matched success/failure trajectory for the same task and model
CASE-0191,paired,P70,train-00007-of-00012.jsonl,2869,RDFLib__rdflib-2474,RDFLib__rdflib,swe-agent-llama-70b,True,submitted,Separator in group_concat function with explicit empty string incorrectly defaults to 'space' character,73,36,35,20-39,0.972222,649.31,edit|inspect|other|run,643,6069,91.083,matched success/failure trajectory for the same task and model
CASE-0192,paired,P70,train-00007-of-00012.jsonl,2861,RDFLib__rdflib-2474,RDFLib__rdflib,swe-agent-llama-70b,False,submitted (exit_context),Separator in group_concat function with explicit empty string incorrectly defaults to 'space' character,111,55,54,40+,0.981818,299.33,edit|inspect|other|run|test,1344,6254,96.28,matched success/failure trajectory for the same task and model
CASE-0193,paired,P71,train-00004-of-00012.jsonl,2041,drvinceknight__nbchkr-19,drvinceknight__nbchkr,swe-agent-llama-70b,True,submitted (exit_context),Fix the regex for solutions here.,103,51,50,40+,0.980392,214.86,edit|inspect|test,1571,2566,91.845,matched success/failure trajectory for the same task and model
CASE-0194,paired,P71,train-00004-of-00012.jsonl,2024,drvinceknight__nbchkr-19,drvinceknight__nbchkr,swe-agent-llama-70b,False,submitted (exit_context),Fix the regex for solutions here.,79,39,38,20-39,0.974359,370.95,edit|inspect|test,1083,2489,94.615,matched success/failure trajectory for the same task and model
CASE-0195,paired,P72,train-00009-of-00012.jsonl,2162,PyPSA__PyPSA-784,PyPSA__PyPSA,swe-agent-llama-70b,True,submitted,import_from_netcdf fails when importing from an XArray instance,67,33,32,20-39,0.969697,317.88,edit|inspect|other|run|test,1611,1824,94.628,matched success/failure trajectory for the same task and model
CASE-0196,paired,P72,train-00009-of-00012.jsonl,2154,PyPSA__PyPSA-784,PyPSA__PyPSA,swe-agent-llama-70b,False,submitted (exit_context),import_from_netcdf fails when importing from an XArray instance,117,58,57,40+,0.982759,349.46,edit|inspect|other|run,2805,2371,91.726,matched success/failure trajectory for the same task and model
CASE-0197,paired,P73,train-00010-of-00012.jsonl,53,mwouts__jupytext-368,mwouts__jupytext,swe-agent-llama-70b,True,submitted (exit_context),.md round-tripping Broken on %%python3 magic,81,40,39,20-39,0.975,489.33,edit|inspect|other,163,3927,91.125,matched success/failure trajectory for the same task and model
CASE-0198,paired,P73,train-00010-of-00012.jsonl,38,mwouts__jupytext-368,mwouts__jupytext,swe-agent-llama-70b,False,submitted (exit_context),.md round-tripping Broken on %%python3 magic,81,40,39,20-39,0.975,445.38,edit|inspect|other|test,3596,4311,97.125,matched success/failure trajectory for the same task and model
CASE-0199,paired,P74,train-00002-of-00012.jsonl,3632,celery__py-amqp-357,celery__py-amqp,swe-agent-llama-70b,True,submitted,[BUG] Cannot set cert_reqs=ssl.CERT_NONE due to order of context modification in _wrap_socker_sni,123,61,60,40+,0.983607,315.43,edit|inspect|other|run,956,7240,90.766,matched success/failure trajectory for the same task and model
CASE-0200,paired,P74,train-00002-of-00012.jsonl,3608,celery__py-amqp-357,celery__py-amqp,swe-agent-llama-70b,False,submitted (exit_context),[BUG] Cannot set cert_reqs=ssl.CERT_NONE due to order of context modification in _wrap_socker_sni,97,48,47,40+,0.979167,476.87,edit|inspect|other|test,2541,7411,97.688,matched success/failure trajectory for the same task and model
CASE-0201,paired,P75,train-00009-of-00012.jsonl,183,mie-lab__trackintel-408,mie-lab__trackintel,swe-agent-llama-70b,True,submitted,Bug in location_identifier for pre_filter=False and non-serial index,85,42,40,40+,0.952381,319.43,edit|inspect|other|test,642,7252,96.412,matched success/failure trajectory for the same task and model
CASE-0202,paired,P75,train-00009-of-00012.jsonl,130,mie-lab__trackintel-408,mie-lab__trackintel,swe-agent-llama-70b,False,submitted,Bug in location_identifier for pre_filter=False and non-serial index,67,33,30,20-39,0.909091,457.8,edit|inspect|test,3012,9658,89.636,matched success/failure trajectory for the same task and model
CASE-0203,paired,P76,train-00011-of-00012.jsonl,2076,python-cmd2__cmd2-1069,python-cmd2__cmd2,swe-agent-llama-70b,True,submitted,Argparse choices can't be CompletionItems,45,22,21,20-39,0.954545,558.86,edit|inspect|other|test,636,16463,87.818,matched success/failure trajectory for the same task and model
CASE-0204,paired,P76,train-00011-of-00012.jsonl,2071,python-cmd2__cmd2-1069,python-cmd2__cmd2,swe-agent-llama-70b,False,submitted,Argparse choices can't be CompletionItems,93,46,45,40+,0.978261,291.69,edit|inspect|other|run|test,1944,16603,98.008,matched success/failure trajectory for the same task and model
CASE-0205,paired,P77,train-00003-of-00012.jsonl,2271,marshmallow-code__webargs-541,marshmallow-code__webargs,swe-agent-llama-70b,True,submitted,Failing to (re)raise an error when handling validation errors should raise a new error,47,23,22,20-39,0.956522,415.09,edit|inspect|other|test,628,12781,88.348,matched success/failure trajectory for the same task and model
CASE-0206,paired,P77,train-00003-of-00012.jsonl,2265,marshmallow-code__webargs-541,marshmallow-code__webargs,swe-agent-llama-70b,False,submitted (exit_context),Failing to (re)raise an error when handling validation errors should raise a new error,81,40,39,20-39,0.975,482.62,edit|inspect|other|run|test,3025,13739,99.125,matched success/failure trajectory for the same task and model
CASE-0207,paired,P78,train-00000-of-00012.jsonl,2130,konradhalas__dacite-216,konradhalas__dacite,swe-agent-llama-70b,True,submitted,Incorrect work when using field with default_factory,81,40,33,20-39,0.825,386.88,edit|inspect|other|run|test,2949,3189,93.875,matched success/failure trajectory for the same task and model
CASE-0208,paired,P78,train-00000-of-00012.jsonl,2149,konradhalas__dacite-216,konradhalas__dacite,swe-agent-llama-70b,False,submitted (exit_context),Incorrect work when using field with default_factory,93,46,45,40+,0.978261,524.24,edit|inspect|run,497,2911,91.674,matched success/failure trajectory for the same task and model
CASE-0209,paired,P79,train-00005-of-00012.jsonl,491,microsoft__torchgeo-675,microsoft__torchgeo,swe-agent-llama-70b,True,submitted,VectorDataset incorrect sample shape,79,39,38,20-39,0.974359,279.18,edit|inspect|other|run|test,4188,6292,96.592,matched success/failure trajectory for the same task and model
CASE-0210,paired,P79,train-00005-of-00012.jsonl,482,microsoft__torchgeo-675,microsoft__torchgeo,swe-agent-llama-70b,False,submitted,VectorDataset incorrect sample shape,59,29,28,20-39,0.965517,267.04,edit|inspect|other|run|test,1297,5847,91.112,matched success/failure trajectory for the same task and model
CASE-0211,paired,P80,train-00003-of-00012.jsonl,74,python-metar__python-metar-152,python-metar__python-metar,swe-agent-llama-70b,True,submitted (exit_context),Parser allows invalid format of temperature group,95,47,46,40+,0.978723,159.35,edit|inspect|other|test,6691,5160,92.234,matched success/failure trajectory for the same task and model
CASE-0212,paired,P80,train-00003-of-00012.jsonl,53,python-metar__python-metar-152,python-metar__python-metar,swe-agent-llama-70b,False,submitted (exit_context),Parser allows invalid format of temperature group,85,42,41,40+,0.97619,330.71,edit|inspect|test,1879,5436,95.092,matched success/failure trajectory for the same task and model
CASE-0213,paired,P81,train-00009-of-00012.jsonl,5528,pysal__esda-235,pysal__esda,swe-agent-llama-70b,True,submitted (exit_context),Bug: ADBSCAN.fit is broken,63,31,30,20-39,0.967742,268.97,edit|inspect|other|test,1002,3989,90.201,matched success/failure trajectory for the same task and model
CASE-0214,paired,P81,train-00009-of-00012.jsonl,5522,pysal__esda-235,pysal__esda,swe-agent-llama-70b,False,submitted,Bug: ADBSCAN.fit is broken,89,44,43,40+,0.977273,270.84,edit|inspect|other|test,1212,2906,95.397,matched success/failure trajectory for the same task and model
CASE-0215,paired,P82,train-00006-of-00012.jsonl,6309,swar__nba_api-286,swar__nba_api,swe-agent-llama-70b,True,submitted,[Bug]: cannot import name 'team_index_championship_year' from 'nba_api.stats.library.data',61,30,28,20-39,0.933333,323.29,edit|inspect|other|run|test,1393,1542,92.237,matched success/failure trajectory for the same task and model
CASE-0216,paired,P82,train-00006-of-00012.jsonl,6306,swar__nba_api-286,swar__nba_api,swe-agent-llama-70b,False,submitted (exit_context),[Bug]: cannot import name 'team_index_championship_year' from 'nba_api.stats.library.data',91,45,44,40+,0.977778,557.95,edit|inspect|other|run,267,1983,93.667,matched success/failure trajectory for the same task and model
CASE-0217,paired,P83,train-00000-of-00012.jsonl,4146,lucidsushi__gs_pip_install-132,lucidsushi__gs_pip_install,swe-agent-llama-70b,True,submitted (exit_context),Path error when specifying extras,125,62,61,40+,0.983871,323.05,edit|inspect|other|test,1742,3021,94.988,matched success/failure trajectory for the same task and model
CASE-0218,paired,P83,train-00000-of-00012.jsonl,4134,lucidsushi__gs_pip_install-132,lucidsushi__gs_pip_install,swe-agent-llama-70b,False,submitted,Path error when specifying extras,63,31,26,20-39,0.83871,390.96,edit|inspect|other|run|test,869,2827,90.581,matched success/failure trajectory for the same task and model
CASE-0219,paired,P84,train-00006-of-00012.jsonl,3848,asottile__pyupgrade-380,asottile__pyupgrade,swe-agent-llama-70b,True,submitted,Fails to run on python3.9,185,92,91,40+,0.98913,162.0,edit|inspect|other|run|test,24690,2827,92.466,matched success/failure trajectory for the same task and model
CASE-0220,paired,P84,train-00006-of-00012.jsonl,3832,asottile__pyupgrade-380,asottile__pyupgrade,swe-agent-llama-70b,False,submitted (exit_context),Fails to run on python3.9,79,39,38,20-39,0.974359,582.11,edit|inspect|other|run,969,3125,92.615,matched success/failure trajectory for the same task and model
CASE-0221,paired,P85,train-00001-of-00012.jsonl,225,RDFLib__rdflib-2160,RDFLib__rdflib,swe-agent-llama-70b,True,submitted,can't get rid of default prefix definition in trig serialization,79,39,37,20-39,0.948718,329.19,edit|inspect|other|run,1117,2340,91.136,matched success/failure trajectory for the same task and model
CASE-0222,paired,P85,train-00001-of-00012.jsonl,201,RDFLib__rdflib-2160,RDFLib__rdflib,swe-agent-llama-70b,False,submitted,can't get rid of default prefix definition in trig serialization,115,57,56,40+,0.982456,282.82,edit|inspect|other|run|test,2732,2720,95.817,matched success/failure trajectory for the same task and model
CASE-0223,paired,P86,train-00001-of-00012.jsonl,474,d3dave__cough-3,d3dave__cough,swe-agent-llama-70b,True,submitted (exit_context),Exception when adding an uninitialized section before an initialized section,81,40,39,20-39,0.975,505.31,edit|inspect|test,3498,1870,95.125,matched success/failure trajectory for the same task and model
CASE-0224,paired,P86,train-00001-of-00012.jsonl,455,d3dave__cough-3,d3dave__cough,swe-agent-llama-70b,False,submitted,Exception when adding an uninitialized section before an initialized section,65,32,31,20-39,0.96875,317.45,edit|inspect|other|test,1823,1828,92.101,matched success/failure trajectory for the same task and model
CASE-0225,paired,P87,train-00003-of-00012.jsonl,2254,magmax__python-inquirer-526,magmax__python-inquirer,swe-agent-llama-70b,True,submitted,Tuples as list choices can't be hashed when containing a dict,75,37,36,20-39,0.972973,266.31,edit|inspect|other|run|test,2698,3347,95.203,matched success/failure trajectory for the same task and model
CASE-0226,paired,P87,train-00003-of-00012.jsonl,2253,magmax__python-inquirer-526,magmax__python-inquirer,swe-agent-llama-70b,False,submitted (exit_context),Tuples as list choices can't be hashed when containing a dict,93,46,45,40+,0.978261,248.64,edit|inspect|other|run,3502,3091,90.778,matched success/failure trajectory for the same task and model
CASE-0227,paired,P88,train-00002-of-00012.jsonl,808,canonical__operator-1024,canonical__operator,swe-agent-llama-70b,True,submitted (exit_context),pull_path doesn't retrieve empty directories,67,33,31,20-39,0.939394,270.03,edit|inspect|other|test,8801,32022,90.306,matched success/failure trajectory for the same task and model
CASE-0228,paired,P88,train-00002-of-00012.jsonl,813,canonical__operator-1024,canonical__operator,swe-agent-llama-70b,False,submitted,pull_path doesn't retrieve empty directories,79,39,38,20-39,0.974359,338.21,edit|inspect|other|test,2331,32160,96.279,matched success/failure trajectory for the same task and model
CASE-0229,paired,P89,train-00001-of-00012.jsonl,1490,testing-cabal__systemfixtures-9,testing-cabal__systemfixtures,swe-agent-llama-70b,True,submitted,shutil.copytree to an overlayed dir fails under Python 3.8,85,42,41,40+,0.97619,248.73,edit|inspect|other|test,588,3276,94.749,matched success/failure trajectory for the same task and model
CASE-0230,paired,P89,train-00001-of-00012.jsonl,1474,testing-cabal__systemfixtures-9,testing-cabal__systemfixtures,swe-agent-llama-70b,False,submitted (exit_context),shutil.copytree to an overlayed dir fails under Python 3.8,81,40,39,20-39,0.975,320.97,edit|inspect|run,5271,3344,90.296,matched success/failure trajectory for the same task and model
CASE-0231,paired,P90,train-00008-of-00012.jsonl,3921,lundberg__respx-206,lundberg__respx,swe-agent-llama-70b,True,submitted,Cannot create a lookup to match empty params,49,24,23,20-39,0.958333,408.43,edit|inspect|other|test,1596,13173,88.875,matched success/failure trajectory for the same task and model
CASE-0232,paired,P90,train-00008-of-00012.jsonl,3947,lundberg__respx-206,lundberg__respx,swe-agent-llama-70b,False,submitted (exit_context),Cannot create a lookup to match empty params,105,52,51,40+,0.980769,388.24,edit|inspect|other|test,1358,13231,95.712,matched success/failure trajectory for the same task and model
CASE-0233,paired,P91,train-00009-of-00012.jsonl,5202,numpy__numpydoc-433,numpy__numpydoc,swe-agent-llama-70b,True,submitted,BUG: Numpydoc doesn't render attributes decorated with `cached_property` in the Attributes section,81,40,39,20-39,0.975,240.0,edit|inspect|other|run|test,959,5766,95.982,matched success/failure trajectory for the same task and model
CASE-0234,paired,P91,train-00009-of-00012.jsonl,5229,numpy__numpydoc-433,numpy__numpydoc,swe-agent-llama-70b,False,submitted (exit_context),BUG: Numpydoc doesn't render attributes decorated with `cached_property` in the Attributes section,91,45,44,40+,0.977778,250.41,edit|inspect|other,274,5767,88.821,matched success/failure trajectory for the same task and model
CASE-0235,paired,P92,train-00006-of-00012.jsonl,3357,tenable__pyTenable-664,tenable__pyTenable,swe-agent-llama-70b,True,submitted,Crash when pagination value is null in JSON response,55,27,26,20-39,0.962963,477.04,edit|inspect|other|test,1258,2321,90.444,matched success/failure trajectory for the same task and model
CASE-0236,paired,P92,train-00006-of-00012.jsonl,3347,tenable__pyTenable-664,tenable__pyTenable,swe-agent-llama-70b,False,submitted (exit_context),Crash when pagination value is null in JSON response,99,49,48,40+,0.979592,381.23,edit|inspect|other|run,659,2262,93.694,matched success/failure trajectory for the same task and model
CASE-0237,paired,P93,train-00010-of-00012.jsonl,3377,antirotor__speedcopy-6,antirotor__speedcopy,swe-agent-llama-70b,True,submitted (exit_context),Copying doesn't work if non-absolute filenames supplied,71,35,34,20-39,0.971429,361.26,edit|inspect|other|run,3871,1837,90.571,matched success/failure trajectory for the same task and model
CASE-0238,paired,P93,train-00010-of-00012.jsonl,3387,antirotor__speedcopy-6,antirotor__speedcopy,swe-agent-llama-70b,False,submitted (exit_context),Copying doesn't work if non-absolute filenames supplied,255,127,126,40+,0.992126,207.79,edit|inspect|other|run|test,1405,2048,93.819,matched success/failure trajectory for the same task and model
CASE-0239,paired,P94,train-00010-of-00012.jsonl,3518,bryanyang0528__ksql-python-73,bryanyang0528__ksql-python,swe-agent-llama-70b,True,submitted,client.ksql('show tables') returns error 'not all arguments converted during string formatting',67,33,31,20-39,0.939394,270.77,edit|inspect|other|run|test,1974,7197,92.327,matched success/failure trajectory for the same task and model
CASE-0240,paired,P94,train-00010-of-00012.jsonl,3495,bryanyang0528__ksql-python-73,bryanyang0528__ksql-python,swe-agent-llama-70b,False,submitted (exit_context),client.ksql('show tables') returns error 'not all arguments converted during string formatting',103,51,50,40+,0.980392,364.32,edit|inspect|run,486,7066,91.706,matched success/failure trajectory for the same task and model
CASE-0241,paired,P95,train-00004-of-00012.jsonl,842,kytos__python-openflow-225,kytos__python-openflow,swe-agent-llama-70b,True,submitted,Fix Header's random xid,61,30,29,20-39,0.966667,238.83,edit|inspect|other|test,912,2086,88.824,matched success/failure trajectory for the same task and model
CASE-0242,paired,P95,train-00004-of-00012.jsonl,834,kytos__python-openflow-225,kytos__python-openflow,swe-agent-llama-70b,False,submitted (exit_context),Fix Header's random xid,99,49,48,40+,0.979592,254.4,edit|inspect|other|test,2705,2518,94.962,matched success/failure trajectory for the same task and model
CASE-0243,paired,P96,train-00010-of-00012.jsonl,660,reata__sqllineage-63,reata__sqllineage,swe-agent-llama-70b,True,submitted,subquery without alias raises exception,57,28,27,20-39,0.964286,382.44,edit|inspect|other|test,2128,3133,90.964,matched success/failure trajectory for the same task and model
CASE-0244,paired,P96,train-00010-of-00012.jsonl,631,reata__sqllineage-63,reata__sqllineage,swe-agent-llama-70b,False,submitted,subquery without alias raises exception,69,34,33,20-39,0.970588,350.94,edit|inspect|other|run|test,3047,3348,96.059,matched success/failure trajectory for the same task and model
CASE-0245,paired,P97,train-00005-of-00012.jsonl,5660,modernatx__seqlike-76,modernatx__seqlike,swe-agent-llama-70b,True,submitted (exit_context),fix codons_table bug,103,51,50,40+,0.980392,341.62,edit|inspect|run,1738,4052,91.466,matched success/failure trajectory for the same task and model
CASE-0246,paired,P97,train-00005-of-00012.jsonl,5626,modernatx__seqlike-76,modernatx__seqlike,swe-agent-llama-70b,False,submitted (exit_context),fix codons_table bug,79,39,38,20-39,0.974359,358.58,edit|inspect|other|run,1454,3095,92.615,matched success/failure trajectory for the same task and model
CASE-0247,paired,P98,train-00004-of-00012.jsonl,913,mapbox__mapbox-sdk-py-128,mapbox__mapbox-sdk-py,swe-agent-llama-70b,True,submitted,Encoded polylines in wrong coordinate order,49,24,23,20-39,0.958333,452.39,edit|inspect|other|test,1985,2536,88.875,matched success/failure trajectory for the same task and model
CASE-0248,paired,P98,train-00004-of-00012.jsonl,918,mapbox__mapbox-sdk-py-128,mapbox__mapbox-sdk-py,swe-agent-llama-70b,False,submitted (exit_context),Encoded polylines in wrong coordinate order,81,40,39,20-39,0.975,340.69,edit|inspect|other|test,3347,2666,96.859,matched success/failure trajectory for the same task and model
CASE-0249,paired,P99,train-00008-of-00012.jsonl,1427,RPing__influx-prompt-17,RPing__influx-prompt,swe-agent-llama-70b,True,submitted,Empty values bug,83,41,40,40+,0.97561,379.48,edit|inspect|other|test,604,2576,97.634,matched success/failure trajectory for the same task and model
CASE-0250,paired,P99,train-00008-of-00012.jsonl,1458,RPing__influx-prompt-17,RPing__influx-prompt,swe-agent-llama-70b,False,submitted,Empty values bug,133,66,65,40+,0.984848,317.38,edit|inspect|run,2305,3334,88.841,matched success/failure trajectory for the same task and model
CASE-0251,diversity,,train-00000-of-00012.jsonl,2368,tempoCollaboration__OQuPy-74,tempoCollaboration__OQuPy,swe-agent-llama-405b,True,submitted,Bug when loading a process tensor from file,29,14,13,10-19,0.928571,284.62,edit|inspect|other|run,631,1689,75.561,high-quality stratified sample adding task/model/length diversity
CASE-0252,diversity,,train-00000-of-00012.jsonl,924,ppizarror__pygame-menu-357,ppizarror__pygame-menu,swe-agent-llama-405b,True,submitted (exit_context),RangeSlider assertion error when modifying minimum range value,75,37,35,20-39,0.945946,251.03,edit|inspect|other|run,1432,3609,87.861,high-quality stratified sample adding task/model/length diversity
CASE-0253,diversity,,train-00000-of-00012.jsonl,968,ppizarror__pygame-menu-357,ppizarror__pygame-menu,swe-agent-llama-405b,True,submitted (exit_context),RangeSlider assertion error when modifying minimum range value,75,37,36,20-39,0.972973,186.75,edit|inspect|other|run,1826,3472,86.93,high-quality stratified sample adding task/model/length diversity
CASE-0254,diversity,,train-00003-of-00012.jsonl,5100,pydantic__pydantic-4329,pydantic__pydantic,swe-agent-llama-405b,True,submitted,Serialization -> de-serialisation fails for small timedelta (< 100 microseconds),27,13,12,10-19,0.923077,222.75,edit|inspect|other|run,459,13599,73.21,high-quality stratified sample adding task/model/length diversity
CASE-0255,diversity,,train-00004-of-00012.jsonl,4280,pydantic__pydantic-6194,pydantic__pydantic,swe-agent-llama-405b,True,submitted,Validating a dict value agains a Literal type gives the wrong ValidationError,29,14,13,10-19,0.928571,217.46,edit|inspect|other|run,528,9757,73.642,high-quality stratified sample adding task/model/length diversity
CASE-0256,diversity,,train-00006-of-00012.jsonl,1448,cloudevents__sdk-python-172,cloudevents__sdk-python,swe-agent-llama-405b,True,submitted,__eq__ operator raises attribute error on non-cloudevent values,23,11,10,10-19,0.909091,311.0,edit|inspect|other|run,601,4630,74.522,high-quality stratified sample adding task/model/length diversity
CASE-0257,diversity,,train-00008-of-00012.jsonl,3391,brightway-lca__brightway2-analyzer-19,brightway-lca__brightway2-analyzer,swe-agent-llama-405b,True,submitted (exit_context),Invalid sorting for Contribution results when top contributors are negative (Absolute values),57,28,27,20-39,0.964286,408.74,edit|inspect|test,1343,2610,88.964,high-quality stratified sample adding task/model/length diversity
CASE-0258,diversity,,train-00008-of-00012.jsonl,3465,brightway-lca__brightway2-analyzer-19,brightway-lca__brightway2-analyzer,swe-agent-llama-405b,True,submitted,Invalid sorting for Contribution results when top contributors are negative (Absolute values),37,18,17,10-19,0.944444,259.94,edit|inspect|other|run|test,584,2531,85.094,high-quality stratified sample adding task/model/length diversity
CASE-0259,diversity,,train-00009-of-00012.jsonl,4038,pydantic__pydantic-4568,pydantic__pydantic,swe-agent-llama-405b,True,submitted,"Optional[conlist(..., unique_items=True)] raises exception if value is None",43,21,20,20-39,0.952381,199.75,edit|inspect|other|run,569,9307,78.993,high-quality stratified sample adding task/model/length diversity
CASE-0260,diversity,,train-00009-of-00012.jsonl,5382,pydantic__pydantic-3594,pydantic__pydantic,swe-agent-llama-405b,True,submitted,Error in mypy plugin reading config from pyproject.toml with mypy >= 0.920,35,17,16,10-19,0.941176,219.69,edit|inspect|other|run,570,3891,77.394,high-quality stratified sample adding task/model/length diversity
CASE-0261,diversity,,train-00011-of-00012.jsonl,3119,nipy__nipype-3325,nipy__nipype,swe-agent-llama-405b,True,submitted,"fsl randomise f_only flag contains typo, can't work",71,35,34,20-39,0.971429,230.41,edit|inspect|other|run,977,2004,87.155,high-quality stratified sample adding task/model/length diversity
CASE-0262,diversity,,train-00011-of-00012.jsonl,3160,nipy__nipype-3325,nipy__nipype,swe-agent-llama-405b,True,submitted,"fsl randomise f_only flag contains typo, can't work",39,19,18,10-19,0.947368,265.17,edit|inspect|other|test,649,1874,83.787,high-quality stratified sample adding task/model/length diversity
CASE-0263,diversity,,train-00000-of-00012.jsonl,1101,python-visualization__folium-1633,python-visualization__folium,swe-agent-llama-70b,True,submitted,map.get_bounds() fails for map with GeometryCollection,81,40,39,20-39,0.975,225.49,edit|inspect|other|run,1252,3549,89.568,high-quality stratified sample adding task/model/length diversity
CASE-0264,diversity,,train-00000-of-00012.jsonl,3169,microsoft__electionguard-python-83,microsoft__electionguard-python,swe-agent-llama-70b,True,submitted,error handling for words.py,33,16,15,10-19,0.9375,427.13,edit|inspect|other|test,793,1855,84.562,high-quality stratified sample adding task/model/length diversity
CASE-0265,diversity,,train-00000-of-00012.jsonl,3900,iamjackg__md2cf-97,iamjackg__md2cf,swe-agent-llama-70b,True,submitted,Link parsing fails for document references,37,18,17,10-19,0.944444,382.47,edit|inspect|other|test,1702,3937,85.667,high-quality stratified sample adding task/model/length diversity
CASE-0266,diversity,,train-00000-of-00012.jsonl,625,just-work__fffw-100,just-work__fffw,swe-agent-llama-70b,True,submitted,Trim sets incorrect duration,33,16,15,10-19,0.9375,397.73,edit|inspect|other|test,720,2802,84.562,high-quality stratified sample adding task/model/length diversity
CASE-0267,diversity,,train-00001-of-00012.jsonl,1414,robmarkcole__HASS-data-detective-71,robmarkcole__HASS-data-detective,swe-agent-llama-70b,True,submitted,db_url_from_hass_config to error out when no recorder section found and DB file doesn't exist,35,17,16,10-19,0.941176,325.06,edit|inspect|other|test,747,1833,84.405,high-quality stratified sample adding task/model/length diversity
CASE-0268,diversity,,train-00001-of-00012.jsonl,144,NCAS-CMS__cfdm-158,NCAS-CMS__cfdm,swe-agent-llama-70b,True,submitted (exit_context),File name expansions do not work in `cfdm.write`,73,36,35,20-39,0.972222,301.71,edit|inspect|other|run,1290,3103,89.704,high-quality stratified sample adding task/model/length diversity
CASE-0269,diversity,,train-00001-of-00012.jsonl,1870,bids-standard__pybids-492,bids-standard__pybids,swe-agent-llama-70b,True,submitted,layout.get doesn't find any entities when passed a numpy.int64 value for run,45,22,18,10-19,0.818182,257.89,edit|inspect|other|run|test,1836,4475,83.641,high-quality stratified sample adding task/model/length diversity
